budget,genre,director_popularity,cast_popularity,release_month,marketing_spend,trailer_views,revenue
60.81,Comedy,9.11,3.2,6.0,51.7,75741620.0,462.95
217.51,Horror,8.51,4.39,8.0,56.35,97560980.0,713.24
155.78,Drama,5.98,3.71,6.0,117.83,101931786.0,834.31
183.27,Drama,6.54,1.99,11.0,83.69,42030930.0,663.77
140.97,Sci-Fi,5.27,5.41,3.0,143.07,134457756.0,818.69
249.47,Thriller,4.52,4.41,12.0,55.18,138815456.0,1034.87
249.72,Horror,9.24,7.25,11.0,124.52,29317884.0,965.85
214.27,Horror,2.13,8.36,8.0,111.27,107048998.0,839.5
36.09,Comedy,4.77,5.9,5.0,133.75,122242610.0,795.02
252.46,Romance,4.1,1.29,12.0,143.61,38064057.0,1129.52
202.95,Horror,5.48,6.57,10.0,3.14,178997963.0,837.07
210.62,Thriller,5.12,1.5,5.0,15.07,97082346.0,682.99
112.08,Comedy,5.67,6.55,12.0,101.8,23890643.0,821.36
264.39,Romance,2.26,7.17,7.0,59.75,67544839.0,924.4
218.98,Thriller,5.62,2.78,6.0,123.23,95915129.0,985.44
38.21,Comedy,3.18,8.37,9.0,3.77,3018686.0,273.24
125.29,Comedy,2.66,9.2,7.0,121.43,7350065.0,812.4
266.48,Romance,1.58,8.32,3.0,22.02,12048598.0,689.23
18.92,Romance,7.86,3.75,11.0,44.96,108088910.0,353.89
288.62,Comedy,4.85,6.28,11.0,145.42,67881551.0,1046.59
205.35,Horror,6.64,9.23,12.0,9.64,178727706.0,931.55
191.26,Thriller,7.55,3.89,5.0,53.66,112287541.0,874.81
84.81,Drama,7.11,8.38,9.0,14.51,152219369.0,494.46
78.39,Comedy,5.23,1.09,11.0,128.33,137739502.0,621.12
282.91,Action,4.49,1.03,10.0,106.05,104543825.0,1141.07
92.99,Drama,4.38,7.84,2.0,120.45,149199368.0,721.37
233.77,Horror,6.76,7.85,1.0,80.04,109396435.0,875.16
120.97,Sci-Fi,5.45,8.1,11.0,54.94,77705805.0,587.11
46.08,Romance,8.64,9.37,8.0,2.34,87725162.0,389.78
8.16,Comedy,8.87,2.06,8.0,43.13,167861767.0,360.13
165.56,Drama,2.54,3.09,2.0,78.15,113091438.0,603.98
292.85,Comedy,2.23,9.13,8.0,100.33,76081933.0,981.62
113.9,Drama,6.67,2.6,5.0,35.88,36768887.0,573.43
110.37,Action,3.71,7.14,2.0,22.56,99576211.0,462.75
106.51,Action,1.17,5.77,7.0,31.84,51228418.0,452.02
158.56,Sci-Fi,9.0,1.75,7.0,54.4,191160396.0,775.18
135.0,Horror,3.04,3.57,3.0,23.96,98705435.0,429.19
264.57,Romance,9.36,5.68,1.0,25.21,2780707.0,713.28
154.13,Action,7.46,8.67,11.0,8.48,19482561.0,497.97
154.79,Romance,7.86,7.37,4.0,128.8,57580574.0,1098.32
45.82,Thriller,2.81,6.6,2.0,34.52,19340405.0,294.72
294.91,Comedy,3.11,5.46,4.0,123.64,178898483.0,1360.91
78.74,Thriller,5.69,3.69,8.0,66.87,171015962.0,523.47
26.64,Romance,2.55,2.07,2.0,95.6,194201440.0,446.6
200.63,Horror,3.75,4.68,1.0,13.2,141586657.0,569.78
180.63,Thriller,3.89,1.26,11.0,88.37,129447445.0,665.04
127.47,Horror,2.44,2.9,3.0,44.92,184775831.0,533.53
129.55,Drama,2.85,4.89,10.0,16.09,189332236.0,632.75
236.59,Thriller,8.1,4.77,7.0,136.42,175620081.0,1136.04
62.74,Drama,2.5,1.4,12.0,91.34,172433096.0,597.76
246.97,Romance,1.26,6.3,6.0,37.77,134668948.0,820.3
196.38,Sci-Fi,6.66,5.95,6.0,64.11,1319584.0,764.88
128.6,Romance,9.78,1.7,7.0,54.82,86473893.0,622.64
140.12,Drama,3.98,9.49,8.0,105.69,127496891.0,775.23
80.71,Thriller,2.07,1.89,3.0,91.9,109878349.0,467.57
226.87,Sci-Fi,6.13,8.69,3.0,4.93,164404199.0,753.25
156.3,Horror,9.16,1.0,10.0,31.28,163961553.0,738.03
99.65,Horror,8.06,8.94,8.0,72.76,120137720.0,669.97
180.83,Sci-Fi,6.6,1.18,12.0,67.93,5376817.0,746.39
298.74,Drama,3.84,7.82,7.0,78.47,74496661.0,1059.75
133.4,Horror,5.88,4.26,10.0,107.79,46534500.0,847.04
276.6,Comedy,1.82,7.64,5.0,102.94,68418834.0,1195.68
106.78,Action,7.11,4.62,4.0,57.18,123841238.0,699.56
21.15,Sci-Fi,7.53,1.64,6.0,131.88,14225919.0,521.7
65.25,Drama,9.69,7.91,9.0,11.31,5426168.0,377.96
128.52,Drama,3.34,1.64,6.0,88.51,87937710.0,618.28
69.79,Thriller,1.17,9.3,8.0,142.55,158921193.0,711.55
5.07,Thriller,5.91,1.46,1.0,83.26,7109016.0,297.76
274.93,Drama,7.36,5.31,12.0,69.36,169960668.0,1188.35
253.94,Sci-Fi,8.11,7.51,6.0,21.82,77392047.0,881.82
223.98,Horror,2.74,4.54,2.0,121.91,24528850.0,806.99
54.51,Drama,3.36,2.96,3.0,57.32,113932048.0,382.78
40.51,Horror,5.61,7.83,6.0,105.78,190519752.0,755.71
24.94,Thriller,3.98,8.06,2.0,31.24,108960067.0,355.15
218.59,Sci-Fi,8.74,9.3,4.0,8.2,137640316.0,973.52
279.0,Thriller,5.26,4.39,6.0,47.21,163467836.0,954.08
132.01,Action,8.2,5.56,5.0,43.65,160068684.0,798.32
40.15,Action,6.23,4.27,6.0,131.27,15550627.0,615.59
156.16,Horror,7.96,3.31,6.0,129.97,148458087.0,928.59
107.91,Horror,3.99,7.76,8.0,81.02,189940464.0,674.78
115.57,Sci-Fi,8.48,4.06,9.0,4.81,140429795.0,473.92
188.29,Action,3.47,4.85,5.0,35.79,167452136.0,822.81
217.02,Horror,5.91,4.63,6.0,96.57,97624391.0,901.37
37.63,Drama,2.93,7.41,6.0,17.01,64494796.0,357.44
15.5,Thriller,5.28,9.26,6.0,105.69,135571605.0,661.17
298.33,Sci-Fi,3.86,7.0,2.0,3.77,98947796.0,723.38
73.65,Drama,3.4,5.24,4.0,103.02,179162482.0,792.05
20.88,Action,9.7,8.01,1.0,126.99,194902012.0,690.73
61.01,Thriller,2.44,6.77,12.0,71.44,164140611.0,656.11
16.49,Comedy,8.09,1.55,1.0,124.7,198543244.0,552.94
120.58,Romance,9.86,1.86,1.0,117.67,70325749.0,691.12
241.71,Thriller,1.18,1.34,7.0,101.37,179255320.0,919.9
105.67,Action,7.29,5.11,1.0,67.88,66656792.0,550.78
136.03,Comedy,3.28,8.43,6.0,42.24,24489577.0,618.57
204.3,Romance,1.36,3.82,2.0,129.41,124653365.0,812.11
155.12,Horror,4.63,4.46,6.0,97.99,91542738.0,782.24
259.13,Action,9.42,9.19,6.0,120.11,184418147.0,1274.33
260.48,Comedy,1.11,8.53,12.0,83.69,98946584.0,1131.66
7.92,Romance,6.29,6.99,11.0,27.44,185598883.0,343.53
234.52,Action,5.51,3.4,3.0,146.96,16648140.0,888.44
140.92,Horror,8.86,2.05,8.0,29.05,166271855.0,541.48
296.71,Horror,1.76,1.14,11.0,136.86,152063739.0,966.77
147.55,Thriller,7.13,1.96,4.0,32.8,144275676.0,693.46
296.13,Romance,7.12,3.63,7.0,57.31,71672035.0,951.84
227.6,Action,7.02,5.97,4.0,67.13,156968168.0,1064.93
78.34,Comedy,9.48,1.58,1.0,138.36,97176019.0,655.46
163.83,Romance,8.41,2.23,6.0,133.45,143325499.0,943.49
297.68,Thriller,1.38,2.63,5.0,123.84,110893202.0,1240.07
257.97,Romance,5.24,6.69,9.0,57.75,32330501.0,763.6
33.72,Sci-Fi,4.58,6.54,9.0,2.67,13847159.0,252.09
213.38,Action,3.79,5.96,12.0,102.87,73871144.0,1059.85
106.95,Sci-Fi,5.06,3.25,11.0,62.82,186624976.0,540.18
7.06,Thriller,4.46,4.34,8.0,114.04,106417269.0,447.88
124.03,Action,4.89,1.87,7.0,119.64,160636221.0,797.4
74.25,Thriller,9.81,3.04,2.0,67.08,115614661.0,522.89
246.57,Drama,1.8,9.08,8.0,112.72,191623152.0,986.67
104.51,Comedy,9.3,9.82,3.0,126.31,74521657.0,797.35
249.12,Drama,5.32,6.83,6.0,139.41,12353041.0,1074.91
5.18,Drama,6.61,9.25,10.0,88.2,156353008.0,714.52
95.81,Horror,8.47,6.78,7.0,117.21,141385845.0,861.16
76.14,Horror,4.24,1.3,12.0,75.2,105979342.0,545.26
73.9,Drama,4.87,9.97,6.0,8.17,65951857.0,481.2
25.12,Horror,4.69,1.89,5.0,24.97,38464764.0,288.7
60.2,Sci-Fi,4.37,7.14,4.0,20.98,96972933.0,513.92
168.89,Horror,9.33,3.28,2.0,27.42,133574080.0,599.37
90.95,Comedy,8.46,4.53,9.0,3.51,116198399.0,397.69
128.13,Romance,1.98,6.81,7.0,129.09,88060612.0,826.81
116.18,Sci-Fi,1.97,4.93,7.0,84.9,108399194.0,636.51
263.39,Sci-Fi,4.85,3.25,4.0,58.71,22483031.0,954.59
272.06,Sci-Fi,1.89,4.01,5.0,62.65,139472181.0,1042.97
150.42,Drama,6.57,4.07,6.0,70.58,147116953.0,751.32
102.4,Thriller,2.29,9.63,12.0,12.93,3279068.0,533.24
36.51,Action,5.7,8.19,11.0,42.65,54833392.0,409.32
286.25,Thriller,1.06,5.13,12.0,128.04,19331255.0,1173.55
22.77,Comedy,3.85,2.8,2.0,112.06,199648194.0,541.18
92.81,Action,7.09,8.3,4.0,85.38,119075224.0,845.45
92.93,Sci-Fi,5.36,2.41,4.0,73.14,93681881.0,610.74
99.52,Drama,9.8,2.89,12.0,40.33,93137203.0,637.86
53.46,Horror,8.87,4.29,4.0,71.75,192990010.0,723.88
236.03,Horror,4.23,8.92,7.0,90.48,132311272.0,1030.01
41.14,Romance,1.41,2.19,7.0,107.47,34563252.0,464.94
192.3,Romance,8.61,2.1,7.0,26.66,90183607.0,657.05
41.53,Horror,9.2,5.45,7.0,122.34,155065171.0,724.75
25.81,Action,8.39,3.49,2.0,53.18,85246663.0,388.98
273.28,Horror,2.15,6.12,5.0,76.48,62597152.0,1075.36
61.09,Comedy,9.98,5.06,10.0,91.97,198251999.0,831.53
247.27,Sci-Fi,3.33,4.91,2.0,74.24,187191790.0,853.95
165.67,Comedy,7.52,2.01,5.0,86.65,188370513.0,938.42
27.97,Thriller,9.17,2.27,12.0,18.51,27202833.0,338.69
286.86,Thriller,3.12,8.39,6.0,65.96,47616796.0,973.41
77.85,Comedy,9.17,8.97,3.0,43.51,88971325.0,512.0
258.6,Sci-Fi,3.79,3.11,6.0,14.73,166593722.0,783.31
54.8,Horror,9.79,2.02,5.0,30.36,147628681.0,529.96
256.91,Action,3.53,1.48,4.0,91.16,170083812.0,1105.45
8.9,Comedy,9.58,6.47,10.0,31.11,184231895.0,527.82
155.98,Horror,1.48,7.44,9.0,28.8,156372602.0,543.19
231.99,Comedy,7.38,4.36,11.0,83.82,53092232.0,775.52
280.76,Comedy,5.79,7.12,8.0,135.9,57803691.0,1031.88
273.21,Sci-Fi,5.3,7.42,12.0,118.73,71145049.0,1252.72
246.79,Thriller,3.01,9.42,7.0,135.95,61311998.0,1130.42
267.02,Sci-Fi,7.35,1.58,11.0,88.28,50570691.0,798.97
63.77,Thriller,2.72,2.73,1.0,62.67,150744726.0,415.51
88.83,Action,5.98,1.62,9.0,109.99,7764219.0,500.27
90.25,Comedy,3.28,8.81,9.0,40.68,145950354.0,538.83
116.23,Drama,9.6,8.13,6.0,13.55,164889191.0,640.0
121.03,Drama,1.26,6.17,7.0,53.0,14142765.0,547.75
165.64,Sci-Fi,2.8,1.75,3.0,46.29,13307574.0,469.87
52.16,Sci-Fi,3.18,3.46,5.0,101.98,57807297.0,597.78
208.92,Sci-Fi,4.73,3.68,7.0,83.6,42453056.0,830.0
54.43,Horror,3.09,6.05,1.0,22.46,116645601.0,323.27
96.54,Comedy,5.42,3.32,12.0,136.46,135414857.0,916.2
153.49,Romance,8.85,1.66,1.0,89.81,127194257.0,661.03
239.95,Drama,7.41,7.58,5.0,69.74,72112127.0,1086.74
223.14,Action,6.22,3.69,9.0,140.7,100181169.0,911.52
195.43,Romance,1.8,5.07,7.0,16.4,128358175.0,656.61
50.95,Drama,7.25,2.15,1.0,118.86,24765827.0,488.61
166.38,Comedy,2.5,8.22,12.0,55.97,46672871.0,815.27
30.8,Action,8.08,6.09,5.0,104.92,178208735.0,782.47
116.32,Drama,3.25,9.11,8.0,139.75,69122949.0,750.23
126.99,Sci-Fi,4.75,5.46,8.0,78.62,160430120.0,618.17
16.74,Action,4.15,9.47,12.0,5.35,50946961.0,362.22
85.83,Thriller,8.73,9.03,2.0,6.27,9286430.0,401.69
286.92,Action,2.14,6.19,7.0,50.92,100579718.0,906.99
286.32,Sci-Fi,6.09,9.41,10.0,117.69,178603927.0,1441.72
108.94,Thriller,2.28,3.91,5.0,44.66,164037625.0,626.31
17.71,Thriller,7.34,4.29,9.0,51.5,51334895.0,330.66
57.83,Thriller,9.15,1.41,3.0,118.1,182077219.0,612.62
120.7,Thriller,4.91,6.3,1.0,19.2,96463463.0,495.96
284.6,Drama,5.39,7.5,4.0,127.33,10750802.0,1285.86
46.65,Action,9.35,7.96,7.0,41.34,6556999.0,478.0
230.24,Thriller,5.69,2.35,1.0,9.58,97537633.0,563.07
37.06,Sci-Fi,5.39,5.0,2.0,19.37,109718248.0,277.06
294.47,Action,6.2,2.59,5.0,142.98,16902671.0,1263.8
117.58,Thriller,7.2,6.96,9.0,68.8,184525890.0,697.46
233.69,Action,1.96,2.42,1.0,39.95,143925149.0,641.3
106.06,Thriller,8.39,9.14,12.0,79.15,160455189.0,931.76
190.16,Romance,4.92,3.08,4.0,102.99,117220627.0,988.6
61.64,Sci-Fi,1.65,3.62,12.0,49.18,133045271.0,491.91
48.08,Action,8.08,8.66,3.0,109.34,78184186.0,645.24
281.73,Sci-Fi,4.39,5.13,5.0,39.33,136180120.0,1038.33
275.71,Thriller,1.9,1.22,5.0,18.63,195658395.0,902.24
266.8,Drama,6.7,5.45,10.0,83.36,129895466.0,1185.29
189.5,Romance,8.92,1.76,2.0,24.37,68985111.0,560.97
243.44,Drama,8.99,9.87,5.0,141.19,57762585.0,1386.92
25.37,Drama,9.62,6.29,9.0,2.07,192705842.0,389.91
103.76,Thriller,8.81,3.31,5.0,113.84,37815457.0,849.65
97.54,Sci-Fi,1.02,6.07,11.0,43.36,161433126.0,485.27
192.52,Romance,4.42,1.69,10.0,127.22,93587196.0,1002.53
110.01,Horror,8.37,8.2,2.0,10.9,89308191.0,515.17
48.81,Comedy,4.3,9.33,7.0,143.04,149760020.0,823.27
180.96,Drama,6.41,8.87,6.0,17.01,30459648.0,706.67
245.24,Horror,6.46,4.08,7.0,118.61,93792889.0,1032.1
117.73,Drama,4.29,3.93,8.0,78.57,8130904.0,507.58
44.02,Thriller,9.14,1.32,10.0,65.7,134410957.0,585.01
63.02,Horror,5.53,6.86,5.0,43.46,12617080.0,493.71
75.06,Romance,5.18,5.81,2.0,126.52,18370471.0,602.43
93.47,Romance,9.98,5.13,7.0,31.56,169120450.0,619.18
194.62,Thriller,5.44,9.17,7.0,108.74,89148082.0,989.62
182.28,Drama,2.61,2.51,8.0,67.98,40994162.0,564.33
210.34,Action,5.62,1.09,7.0,149.78,118924331.0,989.95
111.94,Romance,8.33,1.66,10.0,92.49,104337370.0,767.02
248.08,Romance,7.99,3.01,7.0,17.42,82770757.0,752.58
65.21,Comedy,8.1,1.3,9.0,64.09,181177996.0,466.63
143.37,Comedy,7.37,5.53,8.0,11.81,150142142.0,545.03
241.28,Action,3.29,3.83,2.0,44.28,31166981.0,627.73
58.15,Sci-Fi,8.76,2.62,2.0,52.81,114584155.0,446.82
37.41,Romance,9.04,7.75,7.0,128.27,18660036.0,697.71
265.69,Action,2.75,2.84,10.0,126.02,49686140.0,1114.71
106.16,Comedy,2.17,7.19,11.0,3.71,182062209.0,438.52
206.74,Comedy,9.78,4.14,10.0,80.78,92953905.0,1009.81
12.48,Comedy,8.81,5.61,3.0,35.08,178529114.0,400.73
208.56,Drama,9.04,9.4,1.0,49.37,34033794.0,745.25
98.25,Romance,8.98,1.34,9.0,5.2,41863008.0,310.59
21.44,Comedy,5.88,5.5,3.0,112.96,71212120.0,487.89
184.89,Action,6.82,8.69,1.0,142.69,73898803.0,941.13
76.04,Drama,5.91,6.29,6.0,34.45,149310177.0,556.91
119.11,Comedy,1.46,3.49,4.0,52.58,120282702.0,603.29
28.77,Sci-Fi,7.71,4.58,1.0,32.55,111096636.0,344.15
48.41,Drama,5.55,7.12,4.0,139.65,120872726.0,901.73
92.9,Romance,6.83,9.02,8.0,3.38,146706083.0,482.18
31.48,Romance,5.52,1.37,11.0,88.41,178670511.0,446.85
273.69,Thriller,5.43,1.64,7.0,130.87,83533251.0,1062.69
6.78,Romance,2.55,3.93,12.0,29.57,160782263.0,358.88
147.74,Comedy,3.51,3.1,1.0,89.32,99524280.0,614.36
41.36,Romance,2.43,3.38,10.0,9.5,144693570.0,331.73
95.77,Romance,2.76,2.99,12.0,122.56,175089934.0,808.65
278.19,Thriller,9.76,2.76,9.0,42.62,7410750.0,739.31
52.7,Comedy,2.38,2.18,6.0,148.34,109779321.0,631.57
289.92,Horror,3.42,9.41,2.0,138.46,197886745.0,1129.97
65.71,Action,6.32,2.3,3.0,110.41,99748658.0,532.99
223.76,Horror,6.49,2.84,7.0,75.53,172996433.0,895.96
166.27,Comedy,2.39,3.22,3.0,115.46,37994071.0,668.87
265.92,Thriller,8.14,9.4,3.0,21.33,121253131.0,824.83
168.43,Thriller,8.07,7.8,5.0,47.91,174190887.0,962.98
162.69,Romance,3.14,8.11,3.0,5.98,86875093.0,489.45
62.66,Comedy,3.6,1.94,3.0,97.46,97857690.0,479.96
54.04,Drama,9.44,8.53,11.0,121.22,17321563.0,657.46
275.36,Comedy,8.43,4.67,5.0,142.05,9392246.0,1301.28
101.71,Thriller,7.28,3.37,5.0,103.6,94272952.0,837.36
114.76,Romance,1.74,6.18,12.0,110.35,168851591.0,904.97
229.15,Comedy,4.76,8.4,9.0,134.53,186333530.0,1014.96
104.95,Sci-Fi,6.03,8.01,1.0,140.58,132071948.0,815.82
285.86,Thriller,2.69,9.01,1.0,74.71,165453321.0,946.56
222.69,Horror,5.03,9.35,11.0,18.25,147235978.0,711.44
181.24,Action,6.41,3.14,9.0,71.03,140595680.0,697.69
264.86,Drama,3.95,4.81,5.0,84.3,154037587.0,1165.08
19.63,Thriller,8.03,1.13,4.0,95.47,101555288.0,541.54
80.83,Sci-Fi,8.56,8.91,2.0,148.41,92129683.0,786.2
142.19,Action,3.91,2.39,12.0,137.8,32669561.0,879.84
71.96,Drama,8.55,8.75,9.0,60.66,168919248.0,591.37
224.45,Thriller,1.93,3.96,6.0,18.79,9878162.0,602.25
276.17,Thriller,8.54,4.31,9.0,33.79,54221380.0,742.73
130.01,Comedy,2.37,1.35,5.0,27.72,104463313.0,529.73
105.93,Sci-Fi,1.75,3.94,4.0,54.69,194348024.0,677.32
288.66,Action,6.78,9.0,7.0,131.72,157408616.0,1307.45
136.23,Horror,5.25,1.23,5.0,66.82,74365574.0,680.69
149.27,Action,9.17,4.66,8.0,85.96,143075730.0,747.75
108.74,Action,4.27,1.28,8.0,28.52,186342508.0,460.69
273.32,Thriller,3.58,4.34,2.0,74.94,108237807.0,831.21
172.84,Comedy,5.51,2.55,5.0,131.3,92926099.0,1001.33
229.84,Horror,5.1,3.27,10.0,116.47,111045661.0,1118.66
244.48,Romance,4.1,8.9,8.0,14.02,62994478.0,686.66
105.85,Comedy,7.24,4.92,3.0,129.59,181562413.0,769.18
132.94,Thriller,7.84,3.46,7.0,42.53,159659081.0,644.28
255.3,Comedy,8.68,6.3,3.0,100.53,141391338.0,973.78
112.16,Romance,9.76,2.28,6.0,23.66,118229324.0,540.38
239.21,Comedy,3.4,3.33,2.0,101.85,193925481.0,855.91
282.59,Action,7.44,5.92,6.0,7.28,60243440.0,834.06
188.85,Sci-Fi,4.55,3.14,6.0,90.9,57343898.0,804.19
223.78,Romance,7.09,7.11,8.0,97.6,49185528.0,885.94
242.5,Horror,5.28,5.42,5.0,38.19,148613422.0,979.35
254.29,Thriller,9.94,7.95,1.0,140.67,159659842.0,1098.22
121.54,Romance,7.56,9.53,8.0,8.8,119825721.0,546.01
20.12,Thriller,9.57,2.04,12.0,133.97,130744758.0,756.07
123.55,Romance,8.51,4.01,9.0,58.52,70443192.0,558.42
203.76,Romance,9.13,3.88,1.0,107.66,8911751.0,782.18
137.85,Drama,8.33,2.36,5.0,98.43,51473533.0,831.76
225.94,Comedy,5.13,8.29,12.0,26.9,117276342.0,964.08
110.31,Comedy,3.27,7.84,6.0,49.21,162773604.0,655.52
192.25,Comedy,4.33,5.36,4.0,80.39,155661801.0,998.15
59.99,Sci-Fi,1.18,5.84,11.0,127.28,36717985.0,516.46
226.06,Horror,5.72,1.54,2.0,143.32,11237796.0,816.4
165.98,Sci-Fi,5.55,6.0,5.0,5.05,170261448.0,739.58
65.2,Sci-Fi,5.73,8.12,4.0,54.18,16042257.0,596.23
91.11,Horror,9.77,6.16,7.0,100.89,79268941.0,779.35
225.84,Horror,9.2,3.39,6.0,80.1,19750906.0,873.07
147.37,Sci-Fi,2.46,7.01,3.0,141.57,113245693.0,820.57
68.73,Horror,4.32,4.25,9.0,4.51,73303950.0,299.25
290.35,Romance,4.82,5.9,4.0,66.79,41296230.0,1085.78
215.96,Romance,4.24,5.39,11.0,100.98,119438366.0,814.82
287.35,Romance,8.19,4.43,5.0,34.2,73314966.0,1028.97
131.0,Action,5.72,7.47,3.0,109.43,34190862.0,715.5
145.15,Romance,6.15,8.95,8.0,14.02,140317196.0,580.93
269.9,Thriller,8.68,1.05,11.0,68.75,167524854.0,835.16
159.89,Romance,8.25,9.4,7.0,102.08,55474772.0,922.95
213.65,Horror,2.19,5.6,11.0,41.48,38098584.0,608.13
79.39,Sci-Fi,7.43,7.31,11.0,12.93,15975121.0,395.06
136.78,Comedy,4.92,8.7,7.0,143.64,106052523.0,983.55
41.42,Sci-Fi,3.65,5.2,8.0,137.25,166427446.0,617.49
65.76,Comedy,1.45,8.51,7.0,139.1,50907189.0,703.94
5.28,Horror,5.39,2.6,3.0,146.82,92666917.0,520.59
16.58,Comedy,4.2,2.43,3.0,29.34,32999887.0,207.8
293.3,Thriller,3.26,6.92,2.0,25.35,81435964.0,765.95
76.49,Thriller,7.25,8.83,1.0,7.06,4073576.0,383.62
200.68,Drama,7.93,9.03,5.0,133.99,182235085.0,1333.63
252.53,Drama,3.2,6.79,12.0,113.41,135637807.0,1194.87
167.44,Drama,1.45,5.73,4.0,95.72,67229930.0,879.15
50.18,Horror,8.64,3.98,11.0,139.3,176358454.0,668.81
219.79,Drama,1.09,9.82,2.0,87.11,37402996.0,802.17
182.07,Comedy,9.43,3.88,1.0,21.2,16668013.0,546.89
220.72,Action,6.65,7.7,3.0,28.18,188581695.0,748.47
232.08,Romance,3.9,5.79,6.0,21.56,62494375.0,708.45
292.75,Horror,3.22,6.48,2.0,47.53,187258705.0,854.9
174.2,Sci-Fi,1.08,4.54,10.0,58.17,127884971.0,778.36
105.78,Sci-Fi,3.12,9.68,7.0,119.93,196028544.0,902.08
196.3,Sci-Fi,2.24,6.15,11.0,30.31,150932413.0,606.49
25.19,Romance,6.51,9.44,7.0,109.35,21991290.0,641.58
269.73,Comedy,2.5,1.07,11.0,74.7,170593505.0,797.73
40.22,Horror,5.76,6.15,3.0,149.95,30427826.0,629.63
101.71,Comedy,6.31,7.45,1.0,116.93,138747324.0,724.29
245.64,Romance,3.68,7.71,9.0,145.41,100581082.0,996.1
181.21,Action,1.32,9.14,11.0,52.67,141837277.0,677.22
121.12,Horror,1.34,1.04,5.0,20.21,153232917.0,476.0
144.66,Romance,1.24,1.0,2.0,76.87,160929377.0,544.83
257.09,Sci-Fi,7.65,5.25,8.0,20.39,167161046.0,733.24
105.3,Action,3.86,1.26,12.0,74.88,169597680.0,654.74
261.55,Romance,8.17,9.77,10.0,41.95,83102311.0,1128.82
31.0,Sci-Fi,4.89,3.0,10.0,74.67,177956386.0,581.21
234.16,Comedy,5.08,5.25,4.0,142.55,144196470.0,1293.1
255.03,Thriller,5.62,1.55,11.0,44.78,167955215.0,750.29
58.64,Drama,7.42,5.7,10.0,149.03,197849079.0,988.33
131.95,Action,3.46,4.42,12.0,35.94,24166534.0,564.53
53.82,Action,2.09,1.4,7.0,32.8,74745360.0,287.21
213.45,Sci-Fi,6.0,4.02,5.0,82.63,161502857.0,1024.46
162.93,Drama,3.94,4.52,3.0,126.62,18174391.0,715.68
192.42,Action,4.98,9.91,10.0,112.93,108615432.0,1153.72
62.96,Sci-Fi,6.82,2.87,8.0,109.08,171821194.0,570.41
67.47,Horror,5.45,5.9,2.0,43.83,4779261.0,391.53
17.24,Thriller,6.58,9.89,1.0,5.33,187964261.0,406.31
100.01,Sci-Fi,5.9,8.13,5.0,25.94,195650820.0,713.05
170.12,Comedy,7.66,9.94,11.0,53.72,65133905.0,712.4
258.09,Action,7.35,9.71,4.0,145.81,153591447.0,1502.2
201.74,Thriller,5.81,5.41,11.0,138.13,26308044.0,860.77
133.44,Comedy,7.11,7.27,10.0,31.7,154799990.0,771.79
286.17,Comedy,8.86,1.99,7.0,109.39,96822814.0,1111.01
217.18,Comedy,4.89,4.97,9.0,87.69,172194343.0,829.3
279.4,Romance,4.71,8.28,6.0,9.38,43308679.0,858.08
160.64,Thriller,7.88,5.55,11.0,57.01,134858933.0,669.0
81.38,Sci-Fi,6.24,7.32,1.0,73.94,157437716.0,588.0
20.58,Romance,1.64,7.71,8.0,100.8,41295961.0,448.08
219.2,Comedy,9.03,3.28,2.0,45.65,163839168.0,714.51
40.78,Romance,1.28,8.88,4.0,140.21,191639115.0,905.06
94.32,Action,7.74,5.14,3.0,68.88,123599641.0,563.17
162.08,Sci-Fi,7.83,2.89,6.0,38.78,157185233.0,697.74
171.5,Horror,9.58,8.79,2.0,48.83,106984188.0,762.19
182.17,Drama,1.49,4.76,5.0,113.28,120022569.0,976.03
54.05,Romance,6.37,7.75,11.0,96.76,3657134.0,529.45
117.02,Drama,4.85,5.93,9.0,111.84,105333166.0,675.45
187.07,Horror,3.98,4.44,3.0,45.27,115537186.0,612.38
291.1,Romance,1.81,8.29,2.0,50.37,134339462.0,852.86
219.65,Sci-Fi,6.06,6.26,2.0,60.71,34708731.0,730.7
277.17,Thriller,5.31,4.52,9.0,29.91,49033478.0,724.11
229.85,Comedy,1.94,1.99,6.0,104.27,151444922.0,903.4
179.56,Horror,6.51,9.06,2.0,50.74,34360125.0,678.08
61.65,Thriller,7.64,1.32,3.0,50.28,83789188.0,377.25
201.67,Horror,7.91,8.77,1.0,41.87,50847554.0,734.65
188.9,Drama,9.15,4.24,2.0,69.02,109491637.0,687.87
182.73,Romance,4.69,6.75,2.0,116.25,197387305.0,858.19
149.49,Action,9.58,9.3,11.0,125.67,170555542.0,925.94
160.95,Romance,8.79,2.37,2.0,121.07,54625394.0,747.3
103.66,Action,3.67,6.1,7.0,93.94,74353750.0,700.91
158.2,Comedy,2.43,7.88,3.0,43.5,183808083.0,641.06
63.28,Drama,4.92,7.82,11.0,110.76,179760699.0,654.69
242.53,Sci-Fi,4.62,5.73,4.0,7.83,32945080.0,792.69
59.8,Romance,6.18,6.62,2.0,120.13,166024955.0,680.38
30.07,Action,6.25,7.82,5.0,117.47,60223973.0,740.4
133.69,Horror,7.75,8.57,9.0,101.16,109216829.0,765.1
199.2,Horror,5.59,7.86,12.0,16.49,2014579.0,757.45
134.13,Horror,1.94,4.19,9.0,149.61,199719448.0,811.0
86.64,Thriller,8.72,9.97,7.0,113.95,152458197.0,880.61
